identifier, premises_name, premises_number, premises_category, application_date, psu_registration_number, supervising_pharmacist, district, region, street_or_road
977, MATRIX (U) LIMITED, NDA/PRE/EXT/3677, External Store, 29/08/2018, 933, PHILIP MPAATA, KAMPALA, Central Region - Nakawa, SIR APOLLO KAGGWA ROAD
978, MATRIX (U) LTD, NDA/PRE/WHP/1220, Wholesale Pharmacy, 05/03/2018, 933, PHILIP MPAATA, KAMPALA, Central Region - Nakawa, Bombo Rd
979, MAVID PHARMACEUTICAL INDUSTRIES LIMITED, NDA/PRE/PMB/3056, Pharmaceutical Manufacturer B, 02/01/2018, 913, Godfrey  Sseggwanyi, KAMPALA, Central Region - Nakawa, OFF ENTEBBE-MUNYONYO HIGHWAY
980, MAVID PHARMACEUTICALS LIMITED, NDA/PRE/WHP/1467, Wholesale Pharmacy, 29/12/2017, 913, GODFREY SSEGGWANYI, KAMPALA, Central Region - Nakawa, MACKAY ROAD
981, MAVID PHARMACEUTICALS LTD, NDA/PRE/RTP/1468, Retail Pharmacy, 07/05/2018, 1197, KALULE ERIC, KAMPALA, Central Region - Nakawa, MACKAY ROAD
982, Mavie Life Pharmacy, NDA/PRE/RTP/1500, Retail Pharmacy, 12/03/2018, 588, Vivienne Mulema, KAMPALA, Central Region - Nakawa, Kisaasi Kyanja Rd
983, MAWA VANTAGE LIMITED, NDA/PRE/MDV/3344, Medical Devices, 20/03/2018, Not applicable, ROBERT LAGHU, KAMPALA, Central Region - Nakawa, LUGOGO
984, Maxdeal Pharmacy, NDA/PRE/RTP/0652, Retail Pharmacy, 11/12/2017, 607, Simon Barugahare, KAMPALA, Central Region - Nakawa, Mutesa 1 Rd
985, MBALE CLINICAL RESEARCH INSTITUTE LTD, NDA/PRE/RTP/3755, Retail Pharmacy, 10/10/2018, 986, CHARLES OKALEBO, MBALE, Eastern Region - Tororo, PALLISA ROAD
986, MBARARA NURSING HOME PHAMACY, NDA/PRE/RTP/0680, Retail Pharmacy, 05/09/2018, 1292, HELLEN NAMBI, Mbarara, South Western Region - Mbarara, Mackhan Singh Street
987, MECOSA PHARMACY LTD, NDA/PRE/WHP/1080, Wholesale Pharmacy, 14/11/2017, 814, DANIEL AGUMA, PALLISA, Eastern Region - Tororo, Gogonya Rd
988, MED BIIN PHARMACEUTICALS LTD, NDA/PRE/WHP/1959, Wholesale Pharmacy, 08/05/2018, 1039, JULIOUS ONYANGO, Gulu, Northern Region - Lira, JOMO KENYATTA RD
989, MED SAP AFRICA LTD, NDA/PRE/MDV/3736, Medical Devices, 01/10/2018, 19067, ARNOLD  AYEBARE, KAMPALA, Central Region - Nakawa, BUGANDA ROAD
990, MEDECINS SANS FRONTIERES, NDA/PRE/EXT/2272, External Store, 01/11/2017, 973, BRYAN MUKIIBI, KAMPALA, Central Region - Nakawa, Hanlon Rd
991, MEDECINS SANS FRONTIERES, NDA/PRE/EXT/2766, External Store, 13/11/2017, 973, Oscar Mukiibi, KAMPALA, Central Region - Nakawa, GGABA ROAD
992, MEDECINS SANS FRONTIERES, NDA/PRE/EXT/3602, External Store, 20/07/2018, 973, BRYAN MUKIIBI, Mbarara, South Western Region - Mbarara, Mbaguta street
993, Medecins Sans Frontieres- Kasanga, NDA/PRE/EXT/2273, External Store, 13/11/2017, 973, Bryan Mukiibi, KAMPALA, Central Region - Nakawa, Spear Rd
994, Medecins Sans Frontieres- Konge, NDA/PRE/EXT/2274, External Store, 01/11/2017, 973, Bryan Mukiibi, KAMPALA, Central Region - Nakawa, Makindye
995, MEDEQUIP UGANDA LIMITED, NDA/PRE/MDV/2098, Medical Devices, 08/11/2017, 4120120089, Faizal  Nyanzi, KAMPALA, Central Region - Nakawa, Mawanda Rd
996, MEDEXPRESS PHARMACY, NDA/PRE/RTP/0019, Retail Pharmacy, 22/12/2017, 1132, RAMADHAN MPIIRWE, KAMPALA, Central Region - Nakawa, Bugolobi
997, Medi plus (U) Ltd, NDA/PRE/EXT/2066, External Store, 28/12/2017, 776, MICHAEL KIBWIKA, KAMPALA, Central Region - Nakawa, wilson street
998, Medi Plus (U) Ltd, NDA/PRE/WHP/0223, Wholesale Pharmacy, 30/11/2017, 776, MICHAEL KIBWIKA, KAMPALA, Central Region - Nakawa, Wilson Lane
999, Medi Point Pharmacy Ltd, NDA/PRE/RTP/1312, Retail Pharmacy, 16/11/2017, 824, WILLY NKAMBO, Nebbi, West Nile Region - Arua, Arua Rd
1000, Medical Access (U) Ltd, NDA/PRE/EXT/2010, External Store, 30/10/2017, 310, Sowedi Muyingo, KAMPALA, Central Region - Nakawa, Bunga-Ggaba Rd
1001, MEDICAL ACCESS (UGANDA) LIMITED, NDA/PRE/WHP/0404, Wholesale Pharmacy, 12/10/2017, 310, Sowedi Muyingo, KAMPALA, Central Region - Nakawa, Nakasero Rd
1002, MEDICAL INNOVATIONS AND SUPPLIES UGANDA LTD, NDA/PRE/MDV/3807, Medical Devices, 08/11/2018, AHP2673, HASSAN MUZAFAR, KAMPALA, Central Region - Nakawa, HOIMA ROAD
1003, MEDICAL INTEGRATION GROUP LIMITED, NDA/PRE/MDV/2755, Medical Devices, 05/01/2018, 593, JULIET NABUDADIRI, KAMPALA, Central Region - Nakawa, LUGOGO BYPASS
1004, MEDICAL RESEARCH COUNCIL, NDA/PRE/RTP/3620, Retail Pharmacy, 26/07/2018, 635, KESI NAKITTO, WAKISO, Central Region - Nakawa, ENTEBBE MUNICIPALITY
1005, MEDICARE CLINIC AND NURSING HOME LTD, NDA/PRE/MDV/3625, Medical Devices, 30/07/2018, H2767, Faisal Kazibwe, KAMPALA, Central Region - Nakawa, Tensera Road Lubaga Division
1006, Medicatrix (U) Ltd, NDA/PRE/WHP/0194, Wholesale Pharmacy, 05/02/2018, 602, UTHUMAN KIRYOWA, KAMPALA, Central Region - Nakawa, Mawanda Rd
1007, MEDICIVE PHARMACEUTICALS LTD, NDA/PRE/WHP/0433, Wholesale Pharmacy, 11/06/2018, 1256, JOSEPH SENTOGO, KAMPALA, Central Region - Nakawa, Wilson Road
1008, Mediline Pharmaceuticals Ltd, NDA/PRE/RTP/0578, Retail Pharmacy, 08/01/2018, 333, Paul Kutyabami, WAKISO, Central Region - Nakawa, Namugongo Rd
1009, MEDI-LINK INVESTMENTS LTD, NDA/PRE/WHP/2156, Wholesale Pharmacy, 10/11/2017, 1110, Daniel Byawaka, Mukono, South Eastern Region - Jinja, SEBWATO RD
1010, MEDILINK LABS AND SURGICALS LTD, NDA/PRE/MDV/2355, Medical Devices, 14/11/2017, 10029, Godfrey Mujuzi, KAMPALA, Central Region - Nakawa, Ggaba Rd
1011, MEDIPAL INTERNATIONAL HEALTHCARE LIMITED, NDA/PRE/RTP/3790, Retail Pharmacy, 25/10/2018, 658, CAROLYNN KAMAKUNE, KAMPALA, Central Region - Nakawa, Plot 1A Lower Kololo Terrace
1012, Medipharm HealthCare (U) Ltd, NDA/PRE/MDV/1927, Medical Devices, 29/01/2018, 4120120063, John Munyaga, KAMPALA, Central Region - Nakawa, Bukoto Street
1013, MEDIPHARM INDUSTRIES (E.A) LTD, NDA/PRE/PMB/3121, Pharmaceutical Manufacturer B, 23/01/2018, 565, SANDRA LANYERO, WAKISO, Central Region - Nakawa, Kakajjo Rd
1014, MEDIPHARM SALES LIMITED, NDA/PRE/WHP/1469, Wholesale Pharmacy, 19/01/2018, 290, Nicholas Kyaterekera, KAMPALA, Central Region - Nakawa, Kakajjo Rd
1015, MEDISELL UGANDA LIMITED, NDA/PRE/EXT/1974, External Store, 13/12/2017, 2866, Apollo Mugisha, Mukono, South Eastern Region - Jinja, Degeya Estate
1016, MEDISELL UGANDA LIMITED, NDA/PRE/MDV/3076, Medical Devices, 23/01/2018, 2866, Apollo Mugisha, KAMPALA, Central Region - Nakawa, Degeya Estate
1017, MEDISERVE LABORATORY STORES LTD, NDA/PRE/MDV/3402, Medical Devices, 12/04/2018, 11874, EDWARD SEBULOLO, KAMPALA, Central Region - Nakawa, WILSON ROAD
1018, MEDITEC (U) LIMITED, NDA/PRE/MDV/2137, Medical Devices, 16/01/2018, -, AKANKWASA BAKEINE, KAMPALA, Central Region - Nakawa, Kanjokya Street
1019, Mediva Pharmacy, NDA/PRE/RTP/2199, Retail Pharmacy, 06/09/2018, 1303, GEORGE ZZIWA, WAKISO, Central Region - Nakawa, Kamuli Rd
1020, MEDNET HEALTHCARE LIMITED, NDA/PRE/WHP/0588, Wholesale Pharmacy, 04/01/2018, 537, Ibrahim Semaganda, KAMPALA, Central Region - Nakawa, Masaka Rd
1021, MEDPRO PHARMACEUTICALS LIMITED, NDA/PRE/RTP/2989, Retail Pharmacy, 08/01/2018, 227, PETER KIONDO, KIBOGA, Western Region - Hoima, KIBOGA TOWN COUNCIL
1022, MED-Q PHARMACEUTICALS, NDA/PRE/RTP/0601, Retail Pharmacy, 10/10/2017, 623, OSBERT TWIKIRIZE, Mbarara, South Western Region - Mbarara, Bananuka Drive
1023, MEDREICH (U) LIMITED, NDA/PRE/WHP/3065, Wholesale Pharmacy, 20/02/2018, 625, Brian Arinaitwe, KAMPALA, Central Region - Nakawa, ALONG MASAKA-KAMAPALA RD
1024, MEDREICH (U) LTD, NDA/PRE/WHP/1156, Wholesale Pharmacy, 11/12/2017, 1055, Nicholas Tumuhimbise, MITYANA, Western Region - Hoima, KAMPALA ROAD
1025, MEDREICH (U) LTD, NDA/PRE/WHP/1433, Wholesale Pharmacy, 08/12/2017, 1141, BRIDGE MWESIGWA, Mukono, South Eastern Region - Jinja, Jinja Highway
1026, Medric Enterprises Ltd, NDA/PRE/RTP/0049, Retail Pharmacy, 21/11/2017, 259, Richard Nuwagaba, KAMPALA, Central Region - Nakawa, Namuwongo Rd
1027, MEDRITE PHARMACY, NDA/PRE/RTP/1416, Retail Pharmacy, 01/11/2017, 1134, MUGISA KENNETH, KAMPALA, Central Region - Nakawa, BWEYOGERERE T/C
1028, Medron Pharmacy Ltd, NDA/PRE/RTP/0645, Retail Pharmacy, 30/12/2017, 394, NDAGIJE MSOZI, KAMPALA, Central Region - Nakawa, Nakivubo Place
1029, MEDSAFE PHARMACEUTICALS LTD, NDA/PRE/RTP/3041, Retail Pharmacy, 27/11/2017, 613, Samuel Bandobera, KAMPALA, Central Region - Nakawa, BUSEGA - RUBAGA
1030, Medsan Care Pharmacy, NDA/PRE/RTP/0562, Retail Pharmacy, 21/11/2017, 827, Mark Ochola, KAMPALA, Central Region - Nakawa, Masaka Rd
1031, Medsan Care Pharmacy, NDA/PRE/RTP/2629, Retail Pharmacy, 25/11/2017, 906, ASSUMPTA SOLOME, WAKISO, Central Region - Nakawa, Nsangi
1032, Medsup Pharmacy, NDA/PRE/RTP/0493, Retail Pharmacy, 16/10/2017, 1106, JAMES BAZANYE, KAMPALA, Central Region - Nakawa, Bukasa Rd
1033, Medtech Eastafrica Ltd, NDA/PRE/MDV/2471, Medical Devices, 11/01/2018, 16217, John Amanyire, KAMPALA, Central Region - Nakawa, Luwafu Rd
1034, Medtop Pharmaceuticals, NDA/PRE/WHP/0302, Wholesale Pharmacy, 28/09/2018, 650, Celestine Kololi, KAMPALA, Central Region - Nakawa, William Strt
1035, MEDVIN PHARMA LIMITED, NDA/PRE/RTP/0844, Retail Pharmacy, 20/07/2018, 1297, ERIAB SEKATAWA, Mbarara, South Western Region - Mbarara, Mbaguta Street
1036, MEDVIN PHARMA LIMITED, NDA/PRE/WHP/1567, Wholesale Pharmacy, 22/11/2017, 633, Owor Steven, KAMPALA, Central Region - Nakawa, Wilson Rd
1037, MEDVIN PHARMA LTD, NDA/PRE/EXT/2079, External Store, 26/04/2018, 275, STELLA NANDIYI, KAMPALA, Central Region - Nakawa, Wilson Rd
1038, Medvin Pharma Ltd, NDA/PRE/EXT/2423, External Store, 03/01/2018, 769, DICKENS KABWIGA, KAMPALA, Central Region - Nakawa, Rashid Kamis Rd
1039, Medvin Pharma Ltd, NDA/PRE/RTP/2317, Retail Pharmacy, 26/04/2018, 275, STELLA NANDIYI, KAMPALA, Central Region - Nakawa, Wilson Road
1040, MEDVIN PHARMA LTD, NDA/PRE/WHP/2479, Wholesale Pharmacy, 20/11/2017, 995, PETER TURYAHIKAYO, Mbarara, South Western Region - Mbarara, MBAGUTA STREET
1041, Medvin Pharma Ltd - Plot 106A, NDA/PRE/RTP/2094, Retail Pharmacy, 13/07/2018, 1244, Bosco Nfitumukiza, Iganga, South Eastern Region - Jinja, Main Street
1042, Medvin Pharma Ltd - Plot 106A, NDA/PRE/WHP/2095, Wholesale Pharmacy, 24/11/2017, 718, Patrick Kwizera, Iganga, South Eastern Region - Jinja, Main Street
1043, MEDVIN PHARMA LTD - Soroti, NDA/PRE/WHP/1797, Wholesale Pharmacy, 29/11/2017, 938, BABRA MUSUBIKA, SOROTI, Eastern Region - Tororo, Cemetery Rd
1044, MEDVIN PHARMA LTD- PLOT 62, NDA/PRE/WHP/1044, Wholesale Pharmacy, 08/12/2017, 864, TIMOTHY TAMBULIRA, Jinja, South Eastern Region - Jinja, Main Street
1045, Medvin Pharma Ltd William Street, NDA/PRE/WHP/1757, Wholesale Pharmacy, 22/01/2018, 769, DICKENS KABWIGA, KAMPALA, Central Region - Nakawa, William Street
1046, MEDVIN PHARMA LTD, HOIMA, NDA/PRE/WHP/2009, Wholesale Pharmacy, 30/10/2017, 644, GODFREY LUBOWA, Hoima, Western Region - Hoima, PURSE ROAD
1047, Medvin Pharmacy Ltd William Street, NDA/PRE/RTP/1755, Retail Pharmacy, 07/08/2018, 1025, George Munigo, KAMPALA, Central Region - Nakawa, William Street
1048, Medwell Pharmacy, NDA/PRE/RTP/0992, Retail Pharmacy, 13/11/2017, 612, Ahmed Katumba, KAMPALA, Central Region - Nakawa, Ggaba Rd
1049, Melain Pharmacy, NDA/PRE/RTP/1211, Retail Pharmacy, 23/11/2017, 943, GYAVIIRA KAYIWA, KAMPALA, Central Region - Nakawa, Ben Kiwanuka Strt
1050, MELAIN PHARMACY LTD, NDA/PRE/RTP/0813, Retail Pharmacy, 08/12/2017, 1147, CLAIRE NASAAZI, KAMPALA, Central Region - Nakawa, NAMIREMBE RD
1051, Melicom Pharmaceuticals Ltd, NDA/PRE/WHP/2400, Wholesale Pharmacy, 14/12/2017, 470, Nakamya Anthonia, WAKISO, Central Region - Nakawa, Entebbe Road
1052, MELLY PHARMACY, NDA/PRE/RTP/0214, Retail Pharmacy, 23/10/2017, 300, Elly Byaruhanga, KAMPALA, Central Region - Nakawa, Bombo Rd
1053, MELO PHARMACEUTICALS LIMITED, NDA/PRE/WHP/1624, Wholesale Pharmacy, 12/12/2017, 227, PETER KIONDO, KAMPALA, Central Region - Nakawa, Martin Rd
1054, Menzies Pharmaceuticals Limited, NDA/PRE/RTP/1632, Retail Pharmacy, 15/11/2017, 700, ESTHER NTHENYA, KAMPALA, Central Region - Nakawa, Kitante Rd
1055, Menzies Pharmaceuticals Limited, NDA/PRE/WHP/1630, Wholesale Pharmacy, 19/12/2017, 802, Phillip Mukiibi, KAMPALA, Central Region - Nakawa, BOMBO RD, WANDEGEYA
1056, MERADANN PHARMACEUTICALS SERVICES LTD, NDA/PRE/RTP/3459, Retail Pharmacy, 08/05/2018, 1252, JOHN OMERI, BUKEDEA, Eastern Region - Tororo, MBALE-SOROTI ROAD
1057, MERIDIAN TECH SYSTEMS, NDA/PRE/MDV/2469, Medical Devices, 12/02/2018, 1000402151, Stephen Ndiibowa, KAMPALA, Central Region - Nakawa, Kabega Rd
1058, Merit Veterinary Pharmacy, NDA/PRE/WHP/0914, Wholesale Pharmacy, 15/01/2018, 599, Paul Okobet, Kabarole, Western Region - Hoima, Balya Road
1059, MERKS PHARMACY, NDA/PRE/WHP/1884, Wholesale Pharmacy, 25/04/2018, 1180, FRANCIS BAGAMBE, Kamwenge, South Western Region - Mbarara, Station Way Rd
1060, MERTON CAPITAL LIMITED, NDA/PRE/WHP/2062, Wholesale Pharmacy, 07/12/2017, 924, Micheal Kanwagi, KAMPALA, Central Region - Nakawa, Stensera Rd
1061, METAPLUS (U) LIMITED, NDA/PRE/WHP/1725, Wholesale Pharmacy, 21/10/2017, 352, Isaac Nsereko, KAMPALA, Central Region - Nakawa, Spring Rd
1062, METRALCO PHARMACY LTD - Mbale, NDA/PRE/EXT/1925, External Store, 19/01/2018, 344a, JOSEPH MANGUASHO, MBALE, Eastern Region - Tororo, REPUBLIC STREET
1063, METRALCO PHARMACY LTD - Mbale, NDA/PRE/WHP/1268, Wholesale Pharmacy, 11/12/2017, 344, Amuri Mangusho, MBALE, Eastern Region - Tororo, REPUBLIC STREET
1064, METRO PHARMACEUTICALS LIMITED, NDA/PRE/WHP/1225, Wholesale Pharmacy, 07/12/2017, 641, HERBERT BUSH, KAMPALA, Central Region - Nakawa, Bombo Rd
1065, Metro Pharmaceuticals Ltd - Wilson, NDA/PRE/WHP/1341, Wholesale Pharmacy, 20/11/2017, 637, EDISON IREETA, KAMPALA, Central Region - Nakawa, Wilson Lane
1066, MICHOES PHARMACY LTD, NDA/PRE/RTP/3656, Retail Pharmacy, 08/08/2018, 1302, TIMOTHY WAMUKOTA, SIRONKO, Eastern Region - Tororo, MOROTO ROAD
1067, MICRO-HAEM SCIENTIFICS AND MEDICAL SUPPLIES LIMITED, NDA/PRE/MDV/2209, Medical Devices, 17/01/2018, 56784, Cedric Gakwerere, KAMPALA, Central Region - Nakawa, Semawata Road
1068, Micropharm International, NDA/PRE/RTP/2615, Retail Pharmacy, 12/07/2018, 878, Kangave Basajjasubi, Oyam, Northern Region - Lira, Gulu high way
1069, Midas Care (U) Ltd, NDA/PRE/RTP/0340, Retail Pharmacy, 11/12/2017, 501, John Obicho, KAMPALA, Central Region - Nakawa, Wilson Lane
1070, Midas Care (U) Ltd, NDA/PRE/WHP/0339, Wholesale Pharmacy, 11/12/2017, 501, JOHN OBICHO, KAMPALA, Central Region - Nakawa, Wilson Lane
1071, Middle East Pharmacy, NDA/PRE/RTP/1637, Retail Pharmacy, 02/05/2018, 1004, Faith Niwenyesiga, KAMPALA, Central Region - Nakawa, Spring Rd
1072, MIGHTY PHARMACY LTD, NDA/PRE/RTP/3484, Retail Pharmacy, 22/05/2018, 1248, JOANITAH NYASINGE, Dokolo, Northern Region - Lira, LIRA-SOROTI RD
1073, Milestone Pharmacy Limited, NDA/PRE/WHP/2180, Wholesale Pharmacy, 01/11/2017, 738, Raymond Ssebatta, SEMBABULE, Central Region - Nakawa, Mawogola North
1074, Mire Company Limited, NDA/PRE/WHP/3631, Wholesale Pharmacy, 24/08/2018, 1280, Nigel Okot, Iganga, South Eastern Region - Jinja, Kaliro Road
1075, Mire Pharmacy, NDA/PRE/RTP/1339, Retail Pharmacy, 06/11/2017, 891, Daniel Mawerere, KAMPALA, Central Region - Nakawa, Butikiro Rd
1076, Misha International (U) Limited - Kampala, NDA/PRE/RTP/1352, Retail Pharmacy, 14/12/2017, 303, Muwazi Katagirya, KAMPALA, Central Region - Nakawa, Nakivubo Rd
1077, Misha International (U) Limited - Mpigi, NDA/PRE/RTP/0294, Retail Pharmacy, 14/12/2017, 303, Muwazi Katagirya, MPIGI, Central Region - Nakawa, Mpigi Rd
1078, Miz Pharmacy, NDA/PRE/RTP/0253, Retail Pharmacy, 22/01/2018, 716, Zalikhah Kayemba, KAMPALA, Central Region - Nakawa, Rubaga Division
1079, ML SUPPLIES LTD, NDA/PRE/MDV/3651, Medical Devices, 08/08/2018, 123, Ronald  Waita, KAMPALA, Central Region - Nakawa, Muyenga
1080, MM & TRUST PHARMACEUTICALS, NDA/PRE/WHP/0722, Wholesale Pharmacy, 05/04/2018, 1264, ADRIAN TUMWEKWASE, Mbarara, South Western Region - Mbarara, Rukungiri Rd
1081, MM & TRUST PHARMACEUTICALS LTD, NDA/PRE/RTP/0723, Retail Pharmacy, 07/12/2017, 734, MUGANZI TWINOMUGISHA, Bushenyi, South Western Region - Mbarara, Rukungiri Rd
1082, MM & TRUST PHARMACEUTICALS LTD, NDA/PRE/RTP/1807, Retail Pharmacy, 07/12/2017, 734, MUGANZI TWINOMUGISHA, Bushenyi, South Western Region - Mbarara, Kasese Rd
1083, MM PARTNERS LOGISTICS LIMITED, NDA/PRE/RTP/0701, Retail Pharmacy, 07/12/2017, 696, Mukasa Mustapha, KAMPALA, Central Region - Nakawa, Bombo Rd
1084, MM PARTNERS LOGISTICS LIMITED, NDA/PRE/WHP/0697, Wholesale Pharmacy, 19/09/2018, 1206, JUDE NATTE, KAMPALA, Central Region - Nakawa, Bukoto-Ntinda Rd
1085, MM Pharmacy - Garden city, NDA/PRE/RTP/1762, Retail Pharmacy, 19/12/2017, 484, Grace Nakanwagi, KAMPALA, Central Region - Nakawa, Yusuf Lule Rd
1086, MM Pharmacy - Salama Road, NDA/PRE/RTP/1986, Retail Pharmacy, 04/05/2018, 1132, RAMADHAN MPIIRWE, KAMPALA, Central Region - Nakawa, SALAAMA RD
1087, M-MEDIUS PHARMA (U) LTD, NDA/PRE/RTP/0717, Retail Pharmacy, 04/05/2018, 1255, GASTER SEMWANGA, Mbarara, South Western Region - Mbarara, BUREMBA RD
1088, M-MEDIUS PHARMA (U) LTD-KIHIIHI, NDA/PRE/RTP/2683, Retail Pharmacy, 04/12/2017, 573, DAVID RUGAMBWA, Kanungu, South Western Region - Mbarara, OPP DAILY MARKET
1089, M-MEDIUS PHARMA (U) LTD-RUKUNGIRI, NDA/PRE/RTP/1813, Retail Pharmacy, 04/12/2017, 573, DAVID RUGAMBWA, Rukungiri, South Western Region - Mbarara, RUBABO
1090, MODERN DIAGNOSTICS (U) LTD, NDA/PRE/MDV/2826, Medical Devices, 24/01/2018, 16368, PETER NDAULA, WAKISO, Central Region - Nakawa, KINAWATAKA ROAD
1091, MODI PHARMACEUTICALS LIMITED, NDA/PRE/RTP/3350, Retail Pharmacy, 23/03/2018, 1072, Nickson Mule, Kayunga, South Eastern Region - Jinja, HOSPITAL LANE
1092, MOHT TECHNOLOGIES, NDA/PRE/RTP/0145, Retail Pharmacy, 03/10/2018, 897, ABUBAKER MULONDO, WAKISO, Central Region - Nakawa, NAMUGONGO RD
1093, Mojesu Pharmaceuticals Ltd, NDA/PRE/RTP/1845, Retail Pharmacy, 12/12/2017, 1065, Aaron Kayemba, KAMPALA, Central Region - Nakawa, Kyanja Rd
1094, Molu Pharmaceuticals Ltd, NDA/PRE/RTP/2514, Retail Pharmacy, 09/11/2017, 966, Samuel Kitatta, WAKISO, Central Region - Nakawa, Buddo
1095, Moon Pharmaceuticals Ltd, NDA/PRE/RTP/0878, Retail Pharmacy, 30/11/2017, 896, STEPHEN NDAWULA, Mukono, South Eastern Region - Jinja, SEETA
1096, Moon Pharmaceuticals Ltd, NDA/PRE/WHP/0879, Wholesale Pharmacy, 30/11/2017, 896, Henry Ndawula, Mukono, South Eastern Region - Jinja, TRADING CENTRE
1097, Moriah Pharmacy, NDA/PRE/RTP/1826, Retail Pharmacy, 12/10/2017, 504, Apil Samuel, WAKISO, Central Region - Nakawa, Namugongo road
1098, Morid Pharmaceuticals Ltd, NDA/PRE/RTP/1051, Retail Pharmacy, 07/12/2017, 465, Mwesigwa Morris, Mukono, South Eastern Region - Jinja, Opp. Nabuti Road
1099, Mosha Pharmacy, NDA/PRE/RTP/1782, Retail Pharmacy, 23/04/2018, 1251, EMMANUEL OMEKE, LUWERO, Central Region - Nakawa, COUNCIL OFFICES, KALAGALA RD
1100, Moti Diagostics Ltd, NDA/PRE/MDV/1914, Medical Devices, 15/05/2018, NOT APPLICABLE ., SIMON LUBEGA, KAMPALA, Central Region - Nakawa, William Street
1101, Moti Pharma (U) Ltd, NDA/PRE/RTP/0399, Retail Pharmacy, 15/05/2018, 1211, EMMACULATE KWIKIRIZA, KAMPALA, Central Region - Nakawa, Namirembe Rd
1102, MOTI PHARMA (UGANDA) LIMITED, NDA/PRE/WHP/0398, Wholesale Pharmacy, 21/09/2018, 321, FAROUQ IGA, KAMPALA, Central Region - Nakawa, Namirembe Rd
1103, Moyeen Pharmacy Ltd, NDA/PRE/RTP/0181, Retail Pharmacy, 01/11/2017, 1062, Hassan Kagugube, KAMPALA, Central Region - Nakawa, Trading Centre
1104, MRC/UVRI & LSHTM RESEARCH UNIT, NDA/PRE/RTP/3621, Retail Pharmacy, 26/07/2018, 964, Francis Kasekende, MASAKA, Central Region - Nakawa, KATWE - MASAKA
1105, MSB Pharmacy, NDA/PRE/RTP/1988, Retail Pharmacy, 20/11/2017, 557, Opira Bishop, Mukono, South Eastern Region - Jinja, Nakifuma
1106, MSB Pharmacy, NDA/PRE/RTP/3545, Retail Pharmacy, 19/06/2018, 557, Opira Bishop, Mukono, South Eastern Region - Jinja, Basiima Kikooza
1107, MTK UGANDA LIMITED, NDA/PRE/WHP/3068, Wholesale Pharmacy, 20/12/2017, 465, Mwesigwa Morris, KAMPALA, Central Region - Nakawa, NASSER RD
1108, MTK -Uganda Ltd, NDA/PRE/RTP/1865, Retail Pharmacy, 13/02/2018, 438, Maija Aziz, KAMPALA, Central Region - Nakawa, Nasser Rd
1109, MTK UGANDA LTD -MBARARA, NDA/PRE/RTP/0606, Retail Pharmacy, 27/08/2018, 1222, ALLAN MUHUMUZA, Mbarara, South Western Region - Mbarara, HIGH STREET
1110, MTK Uganda Ltd- Vet, NDA/PRE/RTP/0353, Retail Pharmacy, 04/05/2018, 1224, ZULENTI MUKWAYA, KAMPALA, Central Region - Nakawa, NASSER RD
1111, MTK UGANDA LTD-MBARARA, NDA/PRE/WHP/0605, Wholesale Pharmacy, 20/11/2017, 556, LAWRENCE IMANIRAMPA, Mbarara, South Western Region - Mbarara, HIGH STREET
1112, MTM PHARMACY, NDA/PRE/RTP/2643, Retail Pharmacy, 20/12/2017, 809, JOEL MITI, WAKISO, Central Region - Nakawa, None
1113, MUDALI PHARMACY, NDA/PRE/RTP/1454, Retail Pharmacy, 06/03/2018, 586, JOHN KYALIMPA, Iganga, South Eastern Region - Jinja, Main Street
1114, MUGABI PHARMACEUTICALS LTD, NDA/PRE/RTP/1123, Retail Pharmacy, 01/02/2018, 1092, THADEUS MPEWO, Jinja, South Eastern Region - Jinja, SAZA ROAD
1115, Mugabi Pharmaceuticals LTD, NDA/PRE/WHP/1122, Wholesale Pharmacy, 12/01/2018, 535, SUSAN NANTALE, Jinja, South Eastern Region - Jinja, Clive Road
1116, MUGABI PHARMACEUTICALS LTD (MPL), NDA/PRE/RTP/2308, Retail Pharmacy, 30/01/2018, 397, ISABIRYE  VICTO, Iganga, South Eastern Region - Jinja, SAZA ROAD
1117, MUGONZANGANE PHARMACY LIMITED, NDA/PRE/RTP/2819, Retail Pharmacy, 05/12/2017, 1010, KHALIM WANGOYE, Hoima, Western Region - Hoima, ROAD
1118, MU-JHU CARE LIMITED, NDA/PRE/RTP/3667, Retail Pharmacy, 22/08/2018, 464, CATHERINE KAKAYI, KAMPALA, Central Region - Nakawa, UPPER MULAGO HILL
1119, MUKASA PHARMACY LTD, NDA/PRE/RTP/0682, Retail Pharmacy, 27/02/2018, 811, KARUNGI ASIIMWE, Rakai, South Western Region - Mbarara, MUTUKULA RD
1120, Mukisa Pharmacy Ltd, NDA/PRE/RTP/0104, Retail Pharmacy, 28/11/2017, 489, EMMANUEL  HIGENYI, KAMPALA, Central Region - Nakawa, Namirembe Rd
1121, MUKONO CENTRAL PHARMACY, NDA/PRE/RTP/1446, Retail Pharmacy, 20/11/2017, 526, KENNETH TUMUSIIME, Mukono, South Eastern Region - Jinja, Bugerere Rd
1122, Mukwano Medical Services, NDA/PRE/WHP/0793, Wholesale Pharmacy, 02/11/2018, 870, Richard Kambugu, KALUNGU, Central Region - Nakawa, Masaka Rd
